date, pm25, pm10, o3, no2, so2, co
2024/8/15, 54, 18, 56, 6, 2, 2
2024/8/16, 53, 19, 73, 6, 2, 2
2024/8/17, 55, 19, 63, 5, 2, 2
2024/8/18, 52, 22, 79, 7, 2, 3
2024/8/19, 61, 22, 42, 7, 2, 2
2024/8/20, 66, 12, 19, 7, 2, 2
2024/8/21, 29, 14, 37, 6, 2, 1
2024/8/22, 25, 27, 87, 6, 2, 3
2024/8/23, 72, 39, 85, 7, 2, 4
2024/8/24, 96, 34, 71, 5, 2, 4
2024/8/25, 86, 31, 47, 6, 2, 3
2024/8/26, 82, 19, 34, 5, 2, 2
2024/8/27, 44, 14, 47, 6, 2, 2
2024/8/28, 34, 9, 41, 5, 2, 2
2024/8/29, 17, 12, 41, 4, 2, 2
2024/8/30, 23, 29, 73, 5, 2, 3
2024/8/31, 63, 25, 75, 7, 2, 3
2024/9/1, 67, 16, 32, 8, 2, 3
2024/9/2, 47, 9, 49, 5, 2, 2
2024/9/3, 17, 15, 88, 7, 2, 2
2024/9/4, 34, 21, 41, 7, 2, 2
2024/9/5, 51, 13, 26, 7, 2, 2
2024/9/6, 31, 18, 91, 6, 2, 3
2024/9/7, 42, 25, 93, 6, 2, 3
2024/9/8, 71, 23, 74, 7, 2, 3
2024/9/9, 66, 25, 87, 7, 2, 3
2024/9/10, 71, 24, 79, 9, 2, 3
2024/9/11, 71, 10, 16, 8, 2, 2
2024/9/12, 25, 13, 12, 9, 2, 2
2024/9/13, 29, 12, 33, 6, 2, 2
2024/9/14, 29, 12, 24, 4, 2, 2
2024/9/15, 24, 7, 36, 4, 2, 2
2024/9/16, 17, 12, 32, 5, 2, 2
2024/9/17, 26, 14, 30, 4, 2, 2
2024/9/18, 39, 18, 66, 8, 2, 2
2024/9/19, 47, 14, 28, 8, 2, 2
2024/9/20, 35, 8, 30, 3, 2, 2
2024/9/21, 6, 5, 25, 3, 2, 2
2024/9/22, 10, 7, 33, 5, 2, 2
2024/9/23, 13, 10, 44, 6, 2, 2
2024/9/24, 18, 14, 41, 9, 2, 2
2024/9/25, 29, 13, 56, 5, 2, 2
2024/9/26, 37, 13, 42, 5, 2, 2
2024/9/27, 35, 10, 39, 5, 2, 2
2024/9/28, 22, 8, 38, 4, 1, 2
2024/9/29, 18, 10, 55, 6, 2, 2
2024/9/30, 15, 13, 37, 7, 2, 2
2024/4/1, 47, 39, 63, 17, 3, 3
2024/4/2, 68, 32, 35, 23, 3, 4
2024/4/3, 63, 28, 48, 14, 3, 3
2024/4/4, 55, 34, 57, 12, 3, 3
2024/4/5, 64, 46, 61, 16, 3, 4
2024/4/6, 89, 44, 82, 16, 3, 4
2024/4/7, 87, 40, 69, 18, 3, 4
2024/4/8, 76, 33, 47, 8, 2, 2
2024/4/9, 63, 33, 57, 9, 2, 2
2024/4/10, 55, 38, 50, 13, 3, 3
2024/4/11, 61, 38, 59, 14, 3, 3
2024/4/12, 68, 28, 61, 9, 2, 2
2024/4/13, 51, 34, 87, 10, 3, 3
2024/4/14, 64, 19, 39, 12, 3, 3
2024/4/15, 44, 46, 40, 10, 2, 3
2024/4/16, 56, 85, 45, 10, 2, 4
2024/4/17, 73, 81, 63, 12, 2, 3
2024/4/18, 67, 61, 110, 19, 4, 4
2024/4/19, 75, 44, 46, 11, 2, 4
2024/4/20, 72, 13, 47, 5, 2, 2
2024/4/21, 32, 26, 51, 7, 2, 2
2024/4/22, 56, 16, 51, 7, 2, 2
2024/4/23, 42, 8, 35, 6, 2, 2
2024/4/24, 24, 20, 61, 12, 2, 3
2024/4/25, 52, 41, 74, 12, 2, 3
2024/4/26, 65, 38, 70, 11, 2, 3
2024/4/27, 55, 29, 7, 12, 3, 4
2024/4/28, 66, 34, 62, 9, 2, 3
2024/4/29, 69, 45, 60, 12, 4, 4
2024/4/30, 92, 22, 51, 6, 2, 2
2024/5/1, 54, 28, 66, 11, 2, 3
2024/5/2, 62, 34, 93, 14, 3, 3
2024/5/3, 70, 44, 121, 15, 4, 4
2024/5/4, 93, 19, 42, 8, 2, 3
2024/5/5, 49, 6, 43, 6, 2, 2
2024/5/6, 19, 16, 36, 8, 2, 3
2024/5/7, 41, 15, 40, 6, 2, 2
2024/5/8, 38, 24, 67, 11, 2, 3
2024/5/9, 55, 24, 64, 10, 3, 3
2024/5/10, 55, 14, 40, 8, 2, 2
2024/5/11, 29, 56, 48, 5, 2, 2
2024/5/12, 49, 23, 58, 8, 2, 2
2024/5/13, 49, 20, 65, 12, 3, 2
2024/5/14, 50, 20, 41, 7, 2, 2
2024/5/15, 32, 14, 44, 6, 2, 2
2024/5/16, 28, 30, 79, 13, 3, 3
2024/5/17, 60, 21, 59, 9, 2, 2
2024/5/18, 44, 17, 60, 5, 2, 2
2024/5/19, 38, 24, 35, 7, 3, 2
2024/5/20, 59, 27, 87, 8, 2, 2
2024/5/21, 69, 40, 74, 9, 3, 3
2024/5/22, 92, 22, 54, 9, 2, 2
2024/5/23, 60, 24, 35, 7, 2, 2
2024/5/24, 66, 26, 56, 9, 2, 2
2024/5/25, 60, 22, 46, 8, 2, 2
2024/5/26, 52, 17, 47, 4, 2, 2
2024/5/27, 33, 11, 37, 6, 2, 2
2024/5/28, 24, 19, 54, 13, 3, 2
2024/5/29, 44, 15, 51, 12, 3, 3
2024/5/30, 47, 18, 59, 9, 3, 2
2024/5/31, 50, 19, 46, 4, 2, 2
2024/6/1, 49, 17, 53, 4, 2, 2
2024/6/2, 41, 13, 43, 7, 2, 2
2024/6/3, 33, 12, 47, 6, 2, 2
2024/6/4, 29, 29, 89, 11, 3, 2
2024/6/5, 65, 32, 115, 10, 3, 3
2024/6/6, 77, 27, 97, 11, 3, 2
2024/6/7, 68, 20, 35, 8, 2, 2
2024/6/8, 61, 23, 89, 7, 3, 3
2024/6/9, 58, 37, 115, 10, 4, 4
2024/6/10, 81, 51, 120, 9, 3, 4
2024/6/11, 109, 24, 97, 9, 3, 2
2024/6/12, 56, 22, 82, 8, 3, 2
2024/6/13, 54, 28, 97, 11, 4, 2
2024/6/14, 68, 21, 37, 5, 3, 2
2024/6/15, 66, 17, 54, 4, 2, 2
2024/6/16, 47, 15, 72, 10, 3, 2
2024/6/17, 41, 20, 86, 12, 3, 2
2024/6/18, 52, 29, 150, 12, 3, 3
2024/6/19, 74, 32, 121, 11, 4, 3
2024/6/20, 81, 30, 113, 13, 5, 3
2024/6/21, 74, 27, 42, 10, 4, 3
2024/6/22, 73, 13, 44, 4, 2, 2
2024/6/23, 33, 43, 71, 5, 2, 2
